Year,Variable,Unit,Commodity,Fresh,Processed,Total
2014,Vegetables,Pounds,Green peas,,2.304459552,2.304459552
2015,Vegetables,Pounds,Green peas,,2.320014544,2.320014544
2016,Vegetables,Pounds,Green peas,,1.801973862,1.801973862
2017,Vegetables,Pounds,Green peas,,1.793321174,1.793321174
1970,Vegetables,Pounds,Bell peppers,2.162866005,,2.162866005
1971,Vegetables,Pounds,Bell peppers,2.264748797,,2.264748797
1972,Vegetables,Pounds,Bell peppers,2.403571292,,2.403571292
1973,Vegetables,Pounds,Bell peppers,2.534106621,,2.534106621
1974,Vegetables,Pounds,Bell peppers,2.724756142,,2.724756142
1975,Vegetables,Pounds,Bell peppers,2.48456983,,2.48456983
1976,Vegetables,Pounds,Bell peppers,2.667003004,,2.667003004
1977,Vegetables,Pounds,Bell peppers,2.799231744,,2.799231744
1978,Vegetables,Pounds,Bell peppers,2.766134286,,2.766134286
1979,Vegetables,Pounds,Bell peppers,2.937504166,,2.937504166
1980,Vegetables,Pounds,Bell peppers,2.885485188,,2.885485188
1981,Vegetables,Pounds,Bell peppers,2.786064027,,2.786064027
1982,Vegetables,Pounds,Bell peppers,2.972160491,,2.972160491
1983,Vegetables,Pounds,Bell peppers,3.32555152,,3.32555152
1984,Vegetables,Pounds,Bell peppers,3.62473979,,3.62473979
1985,Vegetables,Pounds,Bell peppers,3.800122449,,3.800122449
1986,Vegetables,Pounds,Bell peppers,3.965493599,,3.965493599
1987,Vegetables,Pounds,Bell peppers,4.229337243,,4.229337243
1988,Vegetables,Pounds,Bell peppers,4.47553475,,4.47553475
1989,Vegetables,Pounds,Bell peppers,4.688573109,,4.688573109
1990,Vegetables,Pounds,Bell peppers,5.881065122,,5.881065122
1991,Vegetables,Pounds,Bell peppers,6.301204642,,6.301204642
1992,Vegetables,Pounds,Bell peppers,7.101873467,,7.101873467
1993,Vegetables,Pounds,Bell peppers,7.630987164,,7.630987164
1994,Vegetables,Pounds,Bell peppers,7.05924185,,7.05924185
1995,Vegetables,Pounds,Bell peppers,7.010523397,,7.010523397
1996,Vegetables,Pounds,Bell peppers,8.068919544,,8.068919544
1997,Vegetables,Pounds,Bell peppers,7.333957983,,7.333957983
1998,Vegetables,Pounds,Bell peppers,7.762790862,,7.762790862
1999,Vegetables,Pounds,Bell peppers,7.719155366,,7.719155366
2000,Vegetables,Pounds,Bell peppers,8.185645995,,8.185645995
2001,Vegetables,Pounds,Bell peppers,8.119456,,8.119456
2002,Vegetables,Pounds,Bell peppers,8.26456995,,8.26456995
2003,Vegetables,Pounds,Bell peppers,8.414215416,,8.414215416
2004,Vegetables,Pounds,Bell peppers,8.636785826,,8.636785826
2005,Vegetables,Pounds,Bell peppers,9.205633458,,9.205633458
2006,Vegetables,Pounds,Bell peppers,9.457436631,,9.457436631
2007,Vegetables,Pounds,Bell peppers,9.364322719,,9.364322719
2008,Vegetables,Pounds,Bell peppers,9.479054225,,9.479054225
2009,Vegetables,Pounds,Bell peppers,9.800546894,,9.800546894
2010,Vegetables,Pounds,Bell peppers,10.33031642,,10.33031642
2011,Vegetables,Pounds,Bell peppers,10.56170091,,10.56170091
2012,Vegetables,Pounds,Bell peppers,10.74448219,,10.74448219
2013,Vegetables,Pounds,Bell peppers,10.02418795,,10.02418795
2014,Vegetables,Pounds,Bell peppers,10.7076213,,10.7076213
2015,Vegetables,Pounds,Bell peppers,10.72478047,,10.72478047
2016,Vegetables,Pounds,Bell peppers,11.01386545,,11.01386545
2017,Vegetables,Pounds,Bell peppers,11.39248481,,11.39248481
1970,Vegetables,Pounds,Chile peppers,,,
1971,Vegetables,Pounds,Chile peppers,,,
1972,Vegetables,Pounds,Chile peppers,,,
1973,Vegetables,Pounds,Chile peppers,,,
1974,Vegetables,Pounds,Chile peppers,,,
1975,Vegetables,Pounds,Chile peppers,,,
1976,Vegetables,Pounds,Chile peppers,,,
1977,Vegetables,Pounds,Chile peppers,,,
1978,Vegetables,Pounds,Chile peppers,,,
1979,Vegetables,Pounds,Chile peppers,,,
1980,Vegetables,Pounds,Chile peppers,,3.049041392,3.049041392
1981,Vegetables,Pounds,Chile peppers,,3.267556943,3.267556943
1982,Vegetables,Pounds,Chile peppers,,3.054619532,3.054619532
1983,Vegetables,Pounds,Chile peppers,,3.30937616,3.30937616
1984,Vegetables,Pounds,Chile peppers,,3.614153706,3.614153706
1985,Vegetables,Pounds,Chile peppers,,3.910611995,3.910611995
1986,Vegetables,Pounds,Chile peppers,,4.174917204,4.174917204
1987,Vegetables,Pounds,Chile peppers,,4.165363833,4.165363833
1988,Vegetables,Pounds,Chile peppers,,4.314752613,4.314752613
1989,Vegetables,Pounds,Chile peppers,,4.50389934,4.50389934
1990,Vegetables,Pounds,Chile peppers,,4.831033775,4.831033775
1991,Vegetables,Pounds,Chile peppers,,4.513408439,4.513408439
1992,Vegetables,Pounds,Chile peppers,,5.582278948,5.582278948
1993,Vegetables,Pounds,Chile peppers,,4.897128705,4.897128705
1994,Vegetables,Pounds,Chile peppers,,4.104364282,4.104364282
1995,Vegetables,Pounds,Chile peppers,,3.834074191,3.834074191
1996,Vegetables,Pounds,Chile peppers,,4.730368186,4.730368186
1997,Vegetables,Pounds,Chile peppers,,4.586038364,4.586038364
1998,Vegetables,Pounds,Chile peppers,,4.758195321,4.758195321
1999,Vegetables,Pounds,Chile peppers,,4.704573309,4.704573309
2000,Vegetables,Pounds,Chile peppers,,5.153538447,5.153538447
2001,Vegetables,Pounds,Chile peppers,,5.178842497,5.178842497
2002,Vegetables,Pounds,Chile peppers,,5.826553366,5.826553366
2003,Vegetables,Pounds,Chile peppers,,5.609558038,5.609558038
2004,Vegetables,Pounds,Chile peppers,,6.124099488,6.124099488
2005,Vegetables,Pounds,Chile peppers,,6.051810841,6.051810841
2006,Vegetables,Pounds,Chile peppers,,6.357534219,6.357534219
2007,Vegetables,Pounds,Chile peppers,,5.856545191,5.856545191
2008,Vegetables,Pounds,Chile peppers,,6.191323237,6.191323237
2009,Vegetables,Pounds,Chile peppers,,6.579622349,6.579622349
2010,Vegetables,Pounds,Chile peppers,,6.578719515,6.578719515
2011,Vegetables,Pounds,Chile peppers,,6.60380271,6.60380271
2012,Vegetables,Pounds,Chile peppers,,7.196012987,7.196012987
2013,Vegetables,Pounds,Chile peppers,,6.973102781,6.973102781
2014,Vegetables,Pounds,Chile peppers,,7.176614393,7.176614393
2015,Vegetables,Pounds,Chile peppers,,7.108714394,7.108714394
2016,Vegetables,Pounds,Chile peppers,,7.801216908,7.801216908
2017,Vegetables,Pounds,Chile peppers,,7.754196537,7.754196537
1970,Vegetables,Pounds,Potatoes,61.80663929,59.86616322,121.6728025
1971,Vegetables,Pounds,Potatoes,56.06958938,61.71343584,117.7830252
1972,Vegetables,Pounds,Potatoes,57.85423257,61.54247675,119.3967093
1973,Vegetables,Pounds,Potatoes,52.41883544,65.83176458,118.2506
1974,Vegetables,Pounds,Potatoes,49.35047275,67.8667446,117.2172174
1975,Vegetables,Pounds,Potatoes,52.64420553,69.32279035,121.9669959
1976,Vegetables,Pounds,Potatoes,49.44716674,75.85195037,125.2991171
1977,Vegetables,Pounds,Potatoes,50.07690736,72.04670381,122.1236112
1978,Vegetables,Pounds,Potatoes,45.96590516,73.424836,119.3907412
1979,Vegetables,Pounds,Potatoes,49.34556886,68.46353078,117.8090996
1980,Vegetables,Pounds,Potatoes,51.12158471,63.58996531,114.71155
1981,Vegetables,Pounds,Potatoes,45.84497274,70.69484654,116.5398193
1982,Vegetables,Pounds,Potatoes,47.11123745,67.88444123,114.9956787
1983,Vegetables,Pounds,Potatoes,49.79236216,68.78341646,118.5757786
1984,Vegetables,Pounds,Potatoes,48.29689272,73.76005331,122.056946
1985,Vegetables,Pounds,Potatoes,46.30306627,76.10301729,122.4060836
1986,Vegetables,Pounds,Potatoes,48.82032902,77.15985323,125.9801823
1987,Vegetables,Pounds,Potatoes,47.93893428,77.98063195,125.9195662
1988,Vegetables,Pounds,Potatoes,49.61455549,72.77486191,122.3894174
1989,Vegetables,Pounds,Potatoes,50.03322348,76.96437285,126.9975963
1990,Vegetables,Pounds,Potatoes,46.74078264,77.25896605,123.9997487
1991,Vegetables,Pounds,Potatoes,50.20516693,83.75034367,133.9555106
1992,Vegetables,Pounds,Potatoes,48.32912149,81.46798999,129.7971115
1993,Vegetables,Pounds,Potatoes,50.13213912,86.3570989,136.489238
1994,Vegetables,Pounds,Potatoes,49.62886263,86.83225332,136.4611159
1995,Vegetables,Pounds,Potatoes,49.22196096,87.4021473,136.6241083
1996,Vegetables,Pounds,Potatoes,49.94244169,94.94665492,144.8890966
1997,Vegetables,Pounds,Potatoes,47.30676509,90.40449186,137.7112569
1998,Vegetables,Pounds,Potatoes,46.86408063,90.6866503,137.5507309
1999,Vegetables,Pounds,Potatoes,47.70718665,88.44965178,136.1568384
2000,Vegetables,Pounds,Potatoes,47.14720259,90.85992613,138.0071287
2001,Vegetables,Pounds,Potatoes,46.5703945,92.16130986,138.7317044
2002,Vegetables,Pounds,Potatoes,44.26645345,87.5699162,131.8363697
2003,Vegetables,Pounds,Potatoes,46.7783978,91.07267051,137.8510683
2004,Vegetables,Pounds,Potatoes,45.83852848,88.77290629,134.6114348
2005,Vegetables,Pounds,Potatoes,41.27099649,84.09906288,125.3700594
2006,Vegetables,Pounds,Potatoes,38.57794016,85.07349556,123.6514357
2007,Vegetables,Pounds,Potatoes,38.71129947,85.63805062,124.3493501
2008,Vegetables,Pounds,Potatoes,37.83252602,80.45302402,118.28555
2009,Vegetables,Pounds,Potatoes,36.64665807,76.67973871,113.3263968
2010,Vegetables,Pounds,Potatoes,36.80926663,77.00723311,113.8164997
2011,Vegetables,Pounds,Potatoes,34.0470308,76.271621,110.3186518
2012,Vegetables,Pounds,Potatoes,34.53925901,80.21887791,114.7581369
2013,Vegetables,Pounds,Potatoes,34.54868512,78.86857077,113.4172559
2014,Vegetables,Pounds,Potatoes,33.59189053,79.36141598,112.9533065
2015,Vegetables,Pounds,Potatoes,34.12809994,81.15012287,115.2782228
2016,Vegetables,Pounds,Potatoes,33.62285866,76.40423419,110.0270928
2017,Vegetables,Pounds,Potatoes,33.37692931,82.39668469,115.773614
1970,Vegetables,Pounds,Pumpkin,,,
1971,Vegetables,Pounds,Pumpkin,,,
1972,Vegetables,Pounds,Pumpkin,,,
1973,Vegetables,Pounds,Pumpkin,,,
1974,Vegetables,Pounds,Pumpkin,,,
1975,Vegetables,Pounds,Pumpkin,,,
1976,Vegetables,Pounds,Pumpkin,,,
1977,Vegetables,Pounds,Pumpkin,,,
1978,Vegetables,Pounds,Pumpkin,,,
1979,Vegetables,Pounds,Pumpkin,,,
1980,Vegetables,Pounds,Pumpkin,,,
1981,Vegetables,Pounds,Pumpkin,,,
1982,Vegetables,Pounds,Pumpkin,,,
1983,Vegetables,Pounds,Pumpkin,,,
1984,Vegetables,Pounds,Pumpkin,,,
1985,Vegetables,Pounds,Pumpkin,,,
1986,Vegetables,Pounds,Pumpkin,,,
1987,Vegetables,Pounds,Pumpkin,3.013690055,,3.013690055
1988,Vegetables,Pounds,Pumpkin,3.80591726,,3.80591726
1989,Vegetables,Pounds,Pumpkin,4.820006305,,4.820006305
1990,Vegetables,Pounds,Pumpkin,4.433463435,,4.433463435
1991,Vegetables,Pounds,Pumpkin,4.429190746,,4.429190746
1992,Vegetables,Pounds,Pumpkin,4.057538342,,4.057538342
1993,Vegetables,Pounds,Pumpkin,5.125577906,,5.125577906
1994,Vegetables,Pounds,Pumpkin,5.491415785,,5.491415785
1995,Vegetables,Pounds,Pumpkin,5.896322928,,5.896322928
1996,Vegetables,Pounds,Pumpkin,5.774851783,,5.774851783
1997,Vegetables,Pounds,Pumpkin,5.64838388,,5.64838388
1998,Vegetables,Pounds,Pumpkin,6.356542121,,6.356542121
1999,Vegetables,Pounds,Pumpkin,5.92051614,,5.92051614
2000,Vegetables,Pounds,Pumpkin,4.598884798,,4.598884798
2001,Vegetables,Pounds,Pumpkin,4.102344395,,4.102344395
2002,Vegetables,Pounds,Pumpkin,4.01274162,,4.01274162
2003,Vegetables,Pounds,Pumpkin,3.760923425,,3.760923425
2004,Vegetables,Pounds,Pumpkin,4.512471111,,4.512471111
2005,Vegetables,Pounds,Pumpkin,4.790842644,,4.790842644
2006,Vegetables,Pounds,Pumpkin,4.677726242,,4.677726242
2007,Vegetables,Pounds,Pumpkin,4.966703162,,4.966703162
2008,Vegetables,Pounds,Pumpkin,4.677400327,,4.677400327
2009,Vegetables,Pounds,Pumpkin,4.008436912,,4.008436912
2010,Vegetables,Pounds,Pumpkin,4.370167919,,4.370167919
2011,Vegetables,Pounds,Pumpkin,4.362435336,,4.362435336
2012,Vegetables,Pounds,Pumpkin,5.036624653,,5.036624653
2013,Vegetables,Pounds,Pumpkin,4.679140154,,4.679140154
2014,Vegetables,Pounds,Pumpkin,5.328702864,,5.328702864
2015,Vegetables,Pounds,Pumpkin,3.127267313,,3.127267313
2016,Vegetables,Pounds,Pumpkin,4.762672863,,4.762672863
2017,Vegetables,Pounds,Pumpkin,4.396477676,,4.396477676
1970,Vegetables,Pounds,Radishes,0.50279929,,0.50279929
1971,Vegetables,Pounds,Radishes,0.564381372,,0.564381372
1972,Vegetables,Pounds,Radishes,0.503582727,,0.503582727
1973,Vegetables,Pounds,Radishes,0.5596742,,0.5596742
1974,Vegetables,Pounds,Radishes,0.506420268,,0.506420268
1975,Vegetables,Pounds,Radishes,0.633875531,,0.633875531
1976,Vegetables,Pounds,Radishes,0.601279611,,0.601279611
1977,Vegetables,Pounds,Radishes,0.660645935,,0.660645935
1978,Vegetables,Pounds,Radishes,0.547186431,,0.547186431
1979,Vegetables,Pounds,Radishes,0.59284214,,0.59284214
1980,Vegetables,Pounds,Radishes,0.565098487,,0.565098487
1981,Vegetables,Pounds,Radishes,0.574508242,,0.574508242
1982,Vegetables,Pounds,Radishes,0.500783487,,0.500783487
1983,Vegetables,Pounds,Radishes,0.546594631,,0.546594631
1984,Vegetables,Pounds,Radishes,0.495047437,,0.495047437
1985,Vegetables,Pounds,Radishes,0.512054967,,0.512054967
1986,Vegetables,Pounds,Radishes,0.46356455,,0.46356455
1987,Vegetables,Pounds,Radishes,0.512956931,,0.512956931
1988,Vegetables,Pounds,Radishes,0.549798648,,0.549798648
1989,Vegetables,Pounds,Radishes,0.707875002,,0.707875002
1990,Vegetables,Pounds,Radishes,0.658564761,,0.658564761
1991,Vegetables,Pounds,Radishes,0.54758981,,0.54758981
1992,Vegetables,Pounds,Radishes,0.476376599,,0.476376599
1993,Vegetables,Pounds,Radishes,0.516800857,,0.516800857
1994,Vegetables,Pounds,Radishes,0.435754594,,0.435754594
1995,Vegetables,Pounds,Radishes,0.413836177,,0.413836177
1996,Vegetables,Pounds,Radishes,0.407019505,,0.407019505
1997,Vegetables,Pounds,Radishes,0.506245256,,0.506245256
1998,Vegetables,Pounds,Radishes,0.444696351,,0.444696351
1999,Vegetables,Pounds,Radishes,0.391818329,,0.391818329
2000,Vegetables,Pounds,Radishes,0.480621904,,0.480621904
2001,Vegetables,Pounds,Radishes,0.507538601,,0.507538601
2002,Vegetables,Pounds,Radishes,0.512932765,,0.512932765
2003,Vegetables,Pounds,Radishes,0.350022403,,0.350022403
2004,Vegetables,Pounds,Radishes,0.485068816,,0.485068816
2005,Vegetables,Pounds,Radishes,0.501528658,,0.501528658
2006,Vegetables,Pounds,Radishes,0.523583207,,0.523583207
2007,Vegetables,Pounds,Radishes,0.51905351,,0.51905351
2008,Vegetables,Pounds,Radishes,0.510071648,,0.510071648
2009,Vegetables,Pounds,Radishes,0.45761847,,0.45761847
2010,Vegetables,Pounds,Radishes,0.496161869,,0.496161869
2011,Vegetables,Pounds,Radishes,0.414706186,,0.414706186
2012,Vegetables,Pounds,Radishes,0.325912868,,0.325912868
2013,Vegetables,Pounds,Radishes,0.463434357,,0.463434357
2014,Vegetables,Pounds,Radishes,0.480762773,,0.480762773
2015,Vegetables,Pounds,Radishes,0.463037389,,0.463037389
2016,Vegetables,Pounds,Radishes,0.479059124,,0.479059124
2017,Vegetables,Pounds,Radishes,0.53513182,,0.53513182
1970,Vegetables,Pounds,Spinach,0.297973197,1.528168757,1.826141954
1971,Vegetables,Pounds,Spinach,0.304823727,1.504298303,1.809122031
1972,Vegetables,Pounds,Spinach,0.282997294,1.517135391,1.800132685
1973,Vegetables,Pounds,Spinach,0.296353623,1.434448655,1.730802278
1974,Vegetables,Pounds,Spinach,0.283838507,1.440900989,1.724739495
1975,Vegetables,Pounds,Spinach,0.291240109,1.440718562,1.731958671
1976,Vegetables,Pounds,Spinach,0.314169743,1.57484037,1.889010113
1977,Vegetables,Pounds,Spinach,0.37958763,1.412722815,1.792310445
1978,Vegetables,Pounds,Spinach,0.338626009,1.393690713,1.732316722
1979,Vegetables,Pounds,Spinach,0.39893808,1.214740255,1.613678335
1980,Vegetables,Pounds,Spinach,0.444245668,1.362504107,1.806749775
1981,Vegetables,Pounds,Spinach,0.526848701,1.265748861,1.792597562
1982,Vegetables,Pounds,Spinach,0.549976871,1.125750295,1.675727166
1983,Vegetables,Pounds,Spinach,0.512942462,0.800135622,1.313078083
1984,Vegetables,Pounds,Spinach,0.530266722,0.832903134,1.363169856
1985,Vegetables,Pounds,Spinach,0.673693533,1.049344035,1.723037568
1986,Vegetables,Pounds,Spinach,0.584760251,0.898855369,1.48361562
1987,Vegetables,Pounds,Spinach,0.58322259,0.774292769,1.357515359
1988,Vegetables,Pounds,Spinach,0.595665887,0.927630245,1.523296132
1989,Vegetables,Pounds,Spinach,0.641705029,0.77140289,1.413107919
1990,Vegetables,Pounds,Spinach,0.755895951,0.565219573,1.321115524
1991,Vegetables,Pounds,Spinach,0.803889303,0.994398637,1.798287939
1992,Vegetables,Pounds,Spinach,0.816934362,0.809976533,1.626910895
1993,Vegetables,Pounds,Spinach,0.664843454,1.00382296,1.668666413
1994,Vegetables,Pounds,Spinach,0.752463183,0.959576834,1.712040017
1995,Vegetables,Pounds,Spinach,0.671057999,0.987323695,1.658381693
1996,Vegetables,Pounds,Spinach,0.62800119,1.140414881,1.768416071
1997,Vegetables,Pounds,Spinach,1.107407384,0.817797769,1.925205153
1998,Vegetables,Pounds,Spinach,0.969858208,0.777041476,1.746899684
1999,Vegetables,Pounds,Spinach,0.971633509,0.851770961,1.82340447
2000,Vegetables,Pounds,Spinach,1.374740383,1.073044695,2.447785078
2001,Vegetables,Pounds,Spinach,1.072915893,0.845732408,1.918648301
2002,Vegetables,Pounds,Spinach,1.431403532,0.773755387,2.205158919
2003,Vegetables,Pounds,Spinach,1.606735579,0.892350208,2.499085787
2004,Vegetables,Pounds,Spinach,1.845242868,1.009590226,2.854833093
2005,Vegetables,Pounds,Spinach,2.329189036,0.720874374,3.050063411
2006,Vegetables,Pounds,Spinach,1.962141792,0.522742471,2.484884263
2007,Vegetables,Pounds,Spinach,1.614436305,0.809219311,2.423655616
2008,Vegetables,Pounds,Spinach,1.707771735,0.850566274,2.558338009
2009,Vegetables,Pounds,Spinach,2.025968428,0.778057692,2.80402612
2010,Vegetables,Pounds,Spinach,1.68005754,0.734682862,2.414740402
2011,Vegetables,Pounds,Spinach,1.788252381,0.749170336,2.537422718
2012,Vegetables,Pounds,Spinach,1.554569277,0.730466149,2.285035426
2013,Vegetables,Pounds,Spinach,1.590782729,0.863739657,2.454522386
2014,Vegetables,Pounds,Spinach,1.670227361,0.928536065,2.598763426
2015,Vegetables,Pounds,Spinach,1.725762672,0.881577416,2.607340087
2016,Vegetables,Pounds,Spinach,1.826201476,0.83060539,2.656806866
2017,Vegetables,Pounds,Spinach,1.668591412,0.791297482,2.459888894
1970,Vegetables,Pounds,Squash,0.297973197,1.528168757,1.826141954
1971,Vegetables,Pounds,Squash,0.304823727,1.504298303,1.809122031
1972,Vegetables,Pounds,Squash,0.282997294,1.517135391,1.800132685
1973,Vegetables,Pounds,Squash,0.296353623,1.434448655,1.730802278
1974,Vegetables,Pounds,Squash,0.283838507,1.440900989,1.724739495
1975,Vegetables,Pounds,Squash,0.291240109,1.440718562,1.731958671
1976,Vegetables,Pounds,Squash,0.314169743,1.57484037,1.889010113
1977,Vegetables,Pounds,Squash,0.37958763,1.412722815,1.792310445
1978,Vegetables,Pounds,Squash,0.338626009,1.393690713,1.732316722
1979,Vegetables,Pounds,Squash,0.39893808,1.214740255,1.613678335
1980,Vegetables,Pounds,Squash,0.444245668,1.362504107,1.806749775
1981,Vegetables,Pounds,Squash,0.526848701,1.265748861,1.792597562
1982,Vegetables,Pounds,Squash,0.549976871,1.125750295,1.675727166
1983,Vegetables,Pounds,Squash,0.512942462,0.800135622,1.313078083
1984,Vegetables,Pounds,Squash,0.530266722,0.832903134,1.363169856
1985,Vegetables,Pounds,Squash,0.673693533,1.049344035,1.723037568
1986,Vegetables,Pounds,Squash,0.584760251,0.898855369,1.48361562
1987,Vegetables,Pounds,Squash,0.58322259,0.774292769,1.357515359
1988,Vegetables,Pounds,Squash,0.595665887,0.927630245,1.523296132
1989,Vegetables,Pounds,Squash,0.641705029,0.77140289,1.413107919
1990,Vegetables,Pounds,Squash,0.755895951,0.565219573,1.321115524
1991,Vegetables,Pounds,Squash,0.803889303,0.994398637,1.798287939
1992,Vegetables,Pounds,Squash,0.816934362,0.809976533,1.626910895
1993,Vegetables,Pounds,Squash,0.664843454,1.00382296,1.668666413
1994,Vegetables,Pounds,Squash,0.752463183,0.959576834,1.712040017
1995,Vegetables,Pounds,Squash,0.671057999,0.987323695,1.658381693
1996,Vegetables,Pounds,Squash,0.62800119,1.140414881,1.768416071
1997,Vegetables,Pounds,Squash,1.107407384,0.817797769,1.925205153
1998,Vegetables,Pounds,Squash,0.969858208,0.777041476,1.746899684
1999,Vegetables,Pounds,Squash,0.971633509,0.851770961,1.82340447
2000,Vegetables,Pounds,Squash,1.374740383,1.073044695,2.447785078
2001,Vegetables,Pounds,Squash,1.072915893,0.845732408,1.918648301
2002,Vegetables,Pounds,Squash,1.431403532,0.773755387,2.205158919
2003,Vegetables,Pounds,Squash,1.606735579,0.892350208,2.499085787
2004,Vegetables,Pounds,Squash,1.845242868,1.009590226,2.854833093
2005,Vegetables,Pounds,Squash,2.329189036,0.720874374,3.050063411
2006,Vegetables,Pounds,Squash,1.962141792,0.522742471,2.484884263
2007,Vegetables,Pounds,Squash,1.614436305,0.809219311,2.423655616
2008,Vegetables,Pounds,Squash,1.707771735,0.850566274,2.558338009
2009,Vegetables,Pounds,Squash,2.025968428,0.778057692,2.80402612
2010,Vegetables,Pounds,Squash,1.68005754,0.734682862,2.414740402
2011,Vegetables,Pounds,Squash,1.788252381,0.749170336,2.537422718
2012,Vegetables,Pounds,Squash,1.554569277,0.730466149,2.285035426
2013,Vegetables,Pounds,Squash,1.590782729,0.863739657,2.454522386
2014,Vegetables,Pounds,Squash,1.670227361,0.928536065,2.598763426
2015,Vegetables,Pounds,Squash,1.725762672,0.881577416,2.607340087
2016,Vegetables,Pounds,Squash,1.826201476,0.83060539,2.656806866
2017,Vegetables,Pounds,Squash,1.668591412,0.791297482,2.459888894
1970,Vegetables,Pounds,Sweetpotatoes,5.412773345,,5.412773345
1971,Vegetables,Pounds,Sweetpotatoes,4.926249994,,4.926249994
1972,Vegetables,Pounds,Sweetpotatoes,4.855309296,,4.855309296
1973,Vegetables,Pounds,Sweetpotatoes,5.032395981,,5.032395981
1974,Vegetables,Pounds,Sweetpotatoes,4.897032555,,4.897032555
1975,Vegetables,Pounds,Sweetpotatoes,5.365485501,,5.365485501
1976,Vegetables,Pounds,Sweetpotatoes,5.383172426,,5.383172426
1977,Vegetables,Pounds,Sweetpotatoes,4.715286575,,4.715286575
1978,Vegetables,Pounds,Sweetpotatoes,4.902835517,,4.902835517
1979,Vegetables,Pounds,Sweetpotatoes,5.066636793,,5.066636793
1980,Vegetables,Pounds,Sweetpotatoes,4.386707652,,4.386707652
1981,Vegetables,Pounds,Sweetpotatoes,4.671536772,,4.671536772
1982,Vegetables,Pounds,Sweetpotatoes,5.392560317,,5.392560317
1983,Vegetables,Pounds,Sweetpotatoes,4.485194574,,4.485194574
1984,Vegetables,Pounds,Sweetpotatoes,4.832082174,,4.832082174
1985,Vegetables,Pounds,Sweetpotatoes,5.26040725,,5.26040725
1986,Vegetables,Pounds,Sweetpotatoes,4.262080867,,4.262080867
1987,Vegetables,Pounds,Sweetpotatoes,4.302285254,,4.302285254
1988,Vegetables,Pounds,Sweetpotatoes,3.930991743,,3.930991743
1989,Vegetables,Pounds,Sweetpotatoes,3.924678606,,3.924678606
1990,Vegetables,Pounds,Sweetpotatoes,4.399286328,,4.399286328
1991,Vegetables,Pounds,Sweetpotatoes,3.8666558,,3.8666558
1992,Vegetables,Pounds,Sweetpotatoes,4.075586262,,4.075586262
1993,Vegetables,Pounds,Sweetpotatoes,3.659701161,,3.659701161
1994,Vegetables,Pounds,Sweetpotatoes,4.462573,,4.462573
1995,Vegetables,Pounds,Sweetpotatoes,4.207596582,,4.207596582
1996,Vegetables,Pounds,Sweetpotatoes,4.287382633,,4.287382633
1997,Vegetables,Pounds,Sweetpotatoes,4.260936971,,4.260936971
1998,Vegetables,Pounds,Sweetpotatoes,3.847693308,,3.847693308
1999,Vegetables,Pounds,Sweetpotatoes,3.718272187,,3.718272187
2000,Vegetables,Pounds,Sweetpotatoes,4.204617905,,4.204617905
2001,Vegetables,Pounds,Sweetpotatoes,4.369005477,,4.369005477
2002,Vegetables,Pounds,Sweetpotatoes,3.755950047,,3.755950047
2003,Vegetables,Pounds,Sweetpotatoes,4.695712512,,4.695712512
2004,Vegetables,Pounds,Sweetpotatoes,4.70310672,,4.70310672
2005,Vegetables,Pounds,Sweetpotatoes,4.540353078,,4.540353078
2006,Vegetables,Pounds,Sweetpotatoes,4.654486953,,4.654486953
2007,Vegetables,Pounds,Sweetpotatoes,5.090030919,,5.090030919
2008,Vegetables,Pounds,Sweetpotatoes,5.06888951,,5.06888951
2009,Vegetables,Pounds,Sweetpotatoes,5.252151863,,5.252151863
2010,Vegetables,Pounds,Sweetpotatoes,6.338628641,,6.338628641
2011,Vegetables,Pounds,Sweetpotatoes,7.105586639,,7.105586639
2012,Vegetables,Pounds,Sweetpotatoes,6.889651092,,6.889651092
2013,Vegetables,Pounds,Sweetpotatoes,6.29404783,,6.29404783
2014,Vegetables,Pounds,Sweetpotatoes,7.520863963,,7.520863963
2015,Vegetables,Pounds,Sweetpotatoes,7.558374376,,7.558374376
2016,Vegetables,Pounds,Sweetpotatoes,7.218993746,,7.218993746
2017,Vegetables,Pounds,Sweetpotatoes,8.001789077,,8.001789077
1970,Vegetables,Pounds,Tomatoes,12.14779568,62.11265575,74.26045143
1971,Vegetables,Pounds,Tomatoes,11.3430466,68.31721098,79.66025758
1972,Vegetables,Pounds,Tomatoes,12.09431861,64.8696463,76.96396491
1973,Vegetables,Pounds,Tomatoes,12.48431968,58.42486063,70.90918031
1974,Vegetables,Pounds,Tomatoes,11.84303777,61.32840686,73.17144464
1975,Vegetables,Pounds,Tomatoes,11.99653197,61.93675682,73.93328879
1976,Vegetables,Pounds,Tomatoes,12.55590112,65.6513171,78.20721822
1977,Vegetables,Pounds,Tomatoes,12.35694768,62.76976518,75.12671286
1978,Vegetables,Pounds,Tomatoes,12.9164499,58.8428204,71.7592703
1979,Vegetables,Pounds,Tomatoes,12.41815112,64.29931638,76.7174675
1980,Vegetables,Pounds,Tomatoes,12.82913677,63.61282956,76.44196633
1981,Vegetables,Pounds,Tomatoes,12.31218528,59.31908347,71.63126875
1982,Vegetables,Pounds,Tomatoes,12.88340913,60.12080231,73.00421145
1983,Vegetables,Pounds,Tomatoes,13.4697811,60.94467984,74.41446094
1984,Vegetables,Pounds,Tomatoes,14.19725151,68.51057525,82.70782676
